RSCID,Discord ID,Name,Franchise,Team,Tier,SBV,GP
RSC002576,498674254213283850,L-Dunk-,The Serpents,Cobras,Veteran,95.05,4
RSC005593,995003582220861520,Tachiino,Italian Battalion,Linguini Lancers,Veteran,91.16,64
RSC004904,118907854777352200,Capricious,Puppy Paradise,Dobermans,Veteran,90.05,10
RSC005602,187663522149171200,Ezjuri,,,Veteran,89.46,14
RSC005066,178270055233093632,Pops Ryan,The Swarm,Yellow Jackets,Veteran,86.69,63
RSC003895,627155057057464330,Gga Astro,The Elements,Water,Veteran,84.39,23
RSC003073,586450386714492928,Perkls,Dungeons And Double Taps,Fighters,Veteran,83.27,27
RSC005795,336189052439232523,Riptide,,,Veteran,81.06,4
RSC005296,287744041221619722,Moose,Pantheon,Quetzalcoatl,Veteran,80.95,60
RSC005684,755526187115086056,Vy,Eight Legged Freaks,Banana Spiders,Veteran,80.74,64
RSC005311,624338638062354455,Venom,Storm,Typhoons,Veteran,80.28,64
RSC003928,501048175692480522,Trevey.,The Nexus,Cepheus,Veteran,79.83,43
RSC005231,320408672813580290,Ryan,Shark Attack,Makos,Veteran,78.70,63
RSC000438,249326300148269058,Limon,Minty Fresh,Peppermint,Veteran,77.35,51
RSC005345,716766352647520346,Roman.,The Jungle,Gorillas,Veteran,75.12,64
RSC005746,500498603132059649,Stealthy_Kid207_,,,Veteran,73.63,4
RSC000254,192173252116742145,Keikotheweeb ,Electric Mayhem,Lightning,Veteran,72.31,39
RSC000579,294451751971454977,Crypt_Rl,Dungeons And Double Taps,Fighters,Veteran,70.05,56
RSC004290,497467599463120907,Megu,The Forest,Werewolves,Veteran,68.61,59
RSC002812,651275529478995978,Gtg Sugar,The Sovereign,Gladiators,Veteran,67.71,61
RSC005009,914192111765688320,Qeetz,Puppy Paradise,Dobermans,Veteran,65.99,41
RSC005290,690735064119509023,Imoldgreg67,Destined,Possessed,Veteran,65.50,54
RSC005508,326568135408746496,Lil Windex,The Garden,Peppers,Veteran,64.66,56
RSC004131,278385369756598272,Poptart Pounder,The Bakery,Rollin Cannolis,Veteran,64.04,63
RSC004630,458304259910533132,Supe,The Sovereign,Gladiators,Veteran,63.45,30
RSC004147,313516747267506177,Atlasxv,Storm,Typhoons,Veteran,63.39,56
RSC004843,205839160999673857,Beastmod1015,The Gods,Hades,Veteran,62.59,54
RSC005065,634553571941023754,Acp.,Shark Attack,Makos,Veteran,62.54,43
RSC000886,453231588017438732,Glizzygod,Storm,,Veteran,62.45,4
RSC002423,348509607926169620,Cubby,Energy,Thermal,Veteran,62.35,57
RSC005100,643231851342725130,Fluffyknightrl,The Monster Mash,Banshees,Veteran,62.29,51
RSC004889,394338049078722561,Steeltoehammer,Cheese Guild,Gouda Gangsters,Veteran,61.80,51
RSC001934,564920971027546160,Bosnia_2003,The Elements,Water,Veteran,60.44,48
RSC000278,257367764975616000,Tinsel,Minty Fresh,Peppermint,Veteran,60.17,59
RSC004356,378739126503211028,Chimmy,The Jungle,Gorillas,Veteran,60.05,63
RSC004331,352089831423213569,Cujo.,Puppy Paradise,Dobermans,Veteran,59.58,39
RSC004766,328402129750327297,Virrexo,The Swarm,Yellow Jackets,Veteran,58.84,40
RSC002892,138778232802508801,Nickm,The Garden,Peppers,Veteran,58.34,46
RSC003887,639539167524814858,Cundy,Pantheon,Quetzalcoatl,Veteran,58.29,64
RSC002937,564984452909105163,Sirtommynoble,The Garden,Peppers,Veteran,58.27,54
RSC000946,505023784294809621,Rebel,Whale Defense,Humpbacks,Veteran,58.15,28
RSC005820,182914196810235904,Zlata,,,Veteran,57.97,12
RSC003416,314127656897478656,Drskimmilk,Snack Syndicate,Marshmallow Mob,Veteran,57.09,59
RSC005236,411720746759356426,Sausage-Face,The Nexus,Cepheus,Veteran,56.90,54
RSC002293,156922871720050689,Corrupt_Arrow,Metal,Titanium,Veteran,56.79,56
RSC005824,229784354103099394,Bolts,,,Veteran,56.13,4
RSC000300,206564592132816897,2K,Eight Legged Freaks,Banana Spiders,Veteran,55.95,59
RSC003353,719457489518592050,Melon,Snack Syndicate,Marshmallow Mob,Veteran,55.75,48
RSC003746,192486161573347328,Archhie.,The Bear Den,Grizzly Bears,Veteran,55.43,39
RSC005363,713497266303926366,Truxjillo,The Elements,Water,Veteran,55.19,48
RSC004820,370323566769602561,Aos Arctic,Destined,Possessed,Veteran,54.92,61
RSC003816,230443394613248000,Anserem,,,Rival,30.10,10
RSC002513,308772413431218176,Supercruz101,Energy,Thermal,Veteran,54.51,49
RSC005615,344172959344099329,Xplop-_,Fifty-Fifty Pizzeria,Calzones,Veteran,54.32,53
RSC005419,744056536711561230,Tomacasche,The Bakery,Rollin Cannolis,Veteran,54.16,32
RSC003789,352600418062303244,Monty,Seas Despair,Valencias Wrath,Veteran,54.08,32
RSC004487,142464049035083776,Savant,The Swarm,Yellow Jackets,Veteran,54.02,45
RSC005482,983448760858341386,Rl_Spider,,,Veteran,53.56,4
RSC000093,139570215053819905,Beckols,The Abyss,Seadevils,Veteran,53.41,57
RSC003358,734917551636611133,Galacticcccc,The Cosmos,Supernova,Veteran,53.22,37
RSC001353,383430195950125056,Pre Dude,The Elements,Wind,Rival,41.54,21
RSC005654,653321391365423169,Mickfizle,The Nexus,Cepheus,Veteran,52.64,36
RSC005205,716907099946483744,A Legit Bunee,The Nexus,Cepheus,Veteran,52.50,59
RSC004595,729555609518604340,Draxz.,Whale Defense,Humpbacks,Veteran,52.15,50
RSC004569,191407194598670336,Mikee Gfuelcom,Whale Defense,Humpbacks,Veteran,51.80,61
RSC005374,428027177326477322,A Calm Panda,The Monster Mash,Banshees,Veteran,51.67,52
RSC000625,310324392343109633,Sly,The Sovereign,Gladiators,Veteran,51.02,50
RSC005336,772552220969271326,Gofigga,The Gods,Hades,Veteran,50.99,49
RSC005490,313492904544829440,Iprofessorex,Destined,Possessed,Veteran,50.48,44
RSC004107,753865937089855508,Flycasts,Italian Battalion,Linguini Lancers,Veteran,50.26,59
RSC005531,152166275865509888,Shim_Sham,The Forest,Werewolves,Veteran,49.86,62
RSC005730,402320958788206612,Clem5On3_,Energy,Thermal,Veteran,49.82,45
RSC005373,412836317932552195,Dvo-.-,Cheese Guild,Gouda Gangsters,Veteran,49.45,49
RSC005183,341821780123582465,Kagura Shinji,Italian Battalion,Linguini Lancers,Veteran,49.06,64
RSC005068,255518212022599691,Sturmo,The Sovereign,Gladiators,Veteran,49.06,50
RSC004413,717527459922444408,Mr. Nuke!,Metal,Titanium,Veteran,48.70,54
RSC004984,516042621379149825,Bry456,,,Veteran,48.45,18
RSC002792,206857784816435203,Duke Of Chutney,The Bear Den,Grizzly Bears,Veteran,48.23,33
RSC004198,267496935412203536,Cereal21,The Bakery,Rollin Cannolis,Veteran,47.78,58
RSC002706,300047658188406795,Zarthon,Shark Attack,Makos,Veteran,47.76,19
RSC004515,434638882735390733,Be Tolerant,Energy,Thermal,Veteran,47.11,37
RSC005726,427646016695566346,I Am Shep,The Elements,Water,Veteran,46.87,43
RSC002917,224354415945973762,Arbartenn,The Bear Den,Grizzly Bears,Veteran,46.82,60
RSC004394,219152343588012033,Chis,The Garden,Peppers,Veteran,46.66,36
RSC005751,125103478124052480,Barbie,,,Veteran,46.49,4
RSC002096,228650869506310155,Fjord,The Wavelengths,X-ray,Veteran,45.88,57
RSC003239,125161610326179840,Wallaby Gangsta,The Bear Den,Grizzly Bears,Veteran,45.76,64
RSC004471,233052235800641539,Whispr,The Gods,Hades,Veteran,44.83,32
RSC003987,419234190060421120,Dovahkiin,Cheese Guild,Gouda Gangsters,Veteran,44.60,38
RSC002544,396396052523122689,J.,Shark Attack,Makos,Veteran,43.79,63
RSC001998,263661834240786432,Kxle,The Serpents,Cobras,Veteran,43.74,56
RSC003036,706983263020777573,Hypnotoad.,,,Veteran,43.53,33
RSC003261,642492431673065495,Willymoesr,Fifty-Fifty Pizzeria,Calzones,Veteran,43.07,56
RSC000341,215969882943127564,Therogerseffect,The Monster Mash,Banshees,Veteran,43.02,59
RSC002571,547579686599786496,Google Girth,Cheese Guild,Gouda Gangsters,Veteran,42.88,38
RSC000970,520663053122011167,Rippluto,,,Veteran,42.04,22
RSC005522,966311613474938950,Diviniation,Electric Mayhem,Lightning,Veteran,40.57,59
RSC002320,84465097178615808,Joeexotic,Dungeons And Double Taps,Fighters,Veteran,40.55,45
RSC002267,357861201784340481,Dooqal,,,Veteran,40.45,7
RSC005308,1034138006317187113,Yeetn-Skeetn,The Wavelengths,X-ray,Veteran,40.40,51
RSC000710,341560469401632768,Tigertopaz,Snack Syndicate,Marshmallow Mob,Veteran,40.14,59
RSC005464,684489712588554399,Tazrm,The Serpents,Cobras,Veteran,39.98,56
RSC002133,174139167733710848,Lmao Beer Me,The Gods,Hades,Veteran,38.95,55
RSC001537,302079469882179585,Nully,The Jungle,Gorillas,Veteran,38.91,54
RSC001007,548386899648315422,Tdeez,The Cosmos,Supernova,Veteran,38.87,50
RSC005355,989275527443542026,Armando,Eight Legged Freaks,Banana Spiders,Veteran,38.24,31
RSC000073,133003223190470656,Nighthawk,Pantheon,Quetzalcoatl,Veteran,38.01,44
RSC003247,504469707655610379,Croptopolis,Italian Battalion,Linguini Lancers,Veteran,37.80,5
RSC000926,480858138648772618,Slmrnchr,Metal,Titanium,Veteran,37.43,31
RSC004109,438856203901075477,Hawkish,The Forest,Werewolves,Veteran,37.20,47
RSC000182,163826298018463744,Goose,Storm,Typhoons,Veteran,37.12,37
RSC003142,369982328035999744,Fish,The Cosmos,Supernova,Veteran,37.02,55
RSC000460,255902585595232256,Nano,Minty Fresh,Peppermint,Veteran,36.98,37
RSC000106,143181304643584000,Nagz,,,Veteran,36.68,2
RSC003303,110223758949646336,Bizzyrl,Electric Mayhem,Lightning,Veteran,35.56,34
RSC003904,264473431993483267,Tyyphoon454,Electric Mayhem,Lightning,Veteran,35.12,60
RSC000230,184411283137888256,Chronic Lies,The Jungle,Gorillas,Veteran,34.63,10
RSC000322,212079983282094081,Humble Potato,Destined,Possessed,Veteran,34.63,29
RSC004542,322933120422772736,Cdeathuwu,The Wavelengths,X-ray,Veteran,34.10,27
RSC002200,202507321660669952,Machu,Whale Defense,Humpbacks,Veteran,33.48,61
RSC001075,96666383022063616,Spoilt,The Cosmos,Supernova,Veteran,33.21,50
RSC004411,201506635959631873,Slightlyon,Snack Syndicate,Marshmallow Mob,Veteran,33.19,26
RSC000461,255909252491771904,Viper15,Seas Despair,Valencias Wrath,Veteran,32.50,54
RSC000945,500092285120282635,Domino,Puppy Paradise,Dobermans,Veteran,32.16,45
RSC000851,424430295408836618,Joez,Minty Fresh,Peppermint,Veteran,31.35,51
RSC002010,135234917599543296,Heca,The Abyss,Seadevils,Veteran,31.33,44
RSC002330,448081249836204032,Jestergg,Pantheon,Quetzalcoatl,Veteran,29.82,16
RSC004640,768301183676448788,Tharealdub,Metal,Titanium,Veteran,28.56,20
RSC000039,118442582031204354,Impalerv,Fifty-Fifty Pizzeria,Calzones,Veteran,27.34,35
RSC000320,211374889087664128,Ryanawesome_,The Wavelengths,X-ray,Veteran,27.23,54
RSC005358,203794462424432641,Soberclown,Fifty-Fifty Pizzeria,Calzones,Veteran,27.10,24
RSC000763,366949264166748174,Rogueum,Dungeons And Double Taps,Fighters,Veteran,25.14,25
RSC005245,246341893300944906,Rm4Ck,The Bakery,Rollin Cannolis,Veteran,24.74,39
RSC003694,258989020225208321,Thecroctopustv,Eight Legged Freaks,Banana Spiders,Veteran,23.57,28
RSC005534,214533658424508427,Mathews175,The Abyss,Seadevils,Veteran,23.53,30
RSC004925,534529725784129557,Riddle,Dungeons And Double Taps,Paladins,Rival,77.62,48
RSC001918,98232174456627200,Imperial,The Abyss,Seadevils,Veteran,23.38,37
RSC000190,166709200968351745,Lead,,,Veteran,21.51,4
RSC000848,422530937524453376,Wittinghalo64,The Swarm,Yellow Jackets,Veteran,20.50,15
RSC003250,169895623867236352,Shifty,The Forest,Werewolves,Veteran,20.05,30
RSC000196,168802369994358786,Hayhay,Storm,Typhoons,Veteran,19.34,47
RSC000722,345377635594928128,Yoder,The Serpents,Cobras,Veteran,18.85,39
RSC000140,151882545414275072,Kaeso Clarus,,,Veteran,18.17,12
RSC005587,163022087915569153,Kobitheking,The Monster Mash,Banshees,Veteran,17.71,29
RSC004441,272355817838084098,Slam!,Dungeons And Double Taps,,Veteran,15.12,11
RSC004332,467178392442109964,Friendbrady,Seas Despair,Valencias Wrath,Veteran,13.96,50
RSC004586,800413742101168178,Young Jay.,,,Veteran,10.91,3
RSC005761,334571146223681537,Bora Bora,,,Veteran,8.16,4
RSC005722,379422981098831872,Rhyme,Seas Despair,Valencias Wrath,Veteran,7.83,39
RSC000368,223299835996930050,Llama,,,Veteran,7.27,23
RSC005660,543696302358396928,Brain,The Serpents,Taipans,Rival,33.05,40
RSC000491,266000833676705792,Lazaryo,,,Veteran,-6.95,4
RSC000724,345944352218021888,Dunnie14,Puppy Paradise,Dalmatians,Rival,56.75,64
RSC005555,398561636442701831,Ivighost,,,Veteran,-15.97,4
RSC004037,542944893383737344,Humd1Gger,Metal,Iron,Prospect,67.21,24
RSC000513,272870321898651648,Prometiumz,,,Veteran,-36.47,1
RSC005712,212318930092556291,Vigil,The Jungle,Ocelots,Rival,30.57,29
RSC005209,699633239886659614,Carshawnlynchttv,Energy,Chemical,Challenger,22.16,31
RSC005231,320408672813580290,Ryan,Shark Attack,Makos,Veteran,78.70,63
RSC005664,850133437611376699,Aj,,,Rival,108.66,5
RSC005035,380013847802544130,Broskijazz,Cheese Guild,,Rival,104.07,26
RSC003272,327953497871876098,Jknop2,The Swarm,Warrior Wasps,Rival,89.56,62
RSC005544,165718450168266753,Lanceypantsalot,Italian Battalion,Mozza Marauders,Rival,88.28,43
RSC003201,699257043454001252,Ashura.-,Minty Fresh,,Rival,87.74,5
RSC005597,843035041378336820,Wilderiore,Energy,Kinetic,Rival,84.29,63
RSC000858,428907863365386240,Gorillacream707,The Sovereign,Vikings,Rival,82.70,59
RSC005048,237016844760907776,Heyzisthename11,Destined,Cursed,Rival,81.66,60
RSC004613,700038812214099993,Skriviere,The Forest,Leshy,Rival,80.10,56
RSC005734,287163546662469632,Bas Radala,Cheese Guild,Swiss Swindlers,Rival,78.72,20
RSC004925,534529725784129557,Riddle,Dungeons And Double Taps,Paladins,Rival,77.62,48
RSC004990,380877771913560065,Legend,The Swarm,Warrior Wasps,Rival,76.85,60
RSC005274,318605481578987521,King.,The Garden,Carrots,Rival,75.35,63
RSC000247,190593509244403722,Hexic,Whale Defense,Bowheads,Rival,74.05,62
RSC000158,158401640368570368,Gillz,The Swarm,Warrior Wasps,Rival,74.03,56
RSC002780,371036926234460183,Lickadoss77,The Elements,Wind,Rival,73.77,63
RSC002640,138683201685159936,Lastdark,The Wavelengths,Ultraviolet,Rival,71.53,64
RSC004324,761021720337055756,Notkyto,Minty Fresh,Polar Ice,Rival,70.84,32
RSC002186,121851103452200960,5Pike,Dungeons And Double Taps,Paladins,Rival,69.89,56
RSC005658,992830798313033730,Rayinator.,Electric Mayhem,Surge,Rival,68.87,33
RSC001321,236937612189761537,Hannandgrenade,The Cosmos,Polaris,Rival,68.51,28
RSC001891,225392020825440258,Polik,The Bakery,Snicker Doobles,Rival,68.48,60
RSC000828,405158796781158420,Mattviaairwaves,The Abyss,Fangtooths,Rival,66.78,62
RSC004051,187620536476631049,Spiicy,Shark Attack,Hammerheads,Rival,66.39,57
RSC004639,318598122865426434,Tydzl,Storm,Blizzards,Rival,65.71,60
RSC005682,455453418039934986,S_Ckz,The Forest,Leshy,Rival,64.80,40
RSC000091,138849427824705536,Bousquet,,,Rival,64.73,4
RSC003721,442317024392380417,Kyurmex08,Destined,Cursed,Rival,64.41,35
RSC004854,676638798263877672,Wicked Wilt,The Jungle,Ocelots,Rival,64.41,60
RSC004269,630427929041698856,Bodian,Puppy Paradise,Dalmatians,Rival,64.24,32
RSC000755,361326316366200833,Pre,The Bakery,Snicker Doobles,Rival,63.21,64
RSC005056,599653419229118484,Garrison,The Sovereign,Vikings,Rival,62.51,53
RSC005193,326199979125243905,Occasionalyjones,The Jungle,Ocelots,Rival,62.46,57
RSC005626,353376414315184133,Frostyboi,Shark Attack,Hammerheads,Rival,62.03,59
RSC003830,483113093421858836,Bradysc.,The Forest,Leshy,Rival,61.87,59
RSC000564,289571655360184320,Treedreams,The Jungle,Ocelots,Rival,61.30,30
RSC005210,205875612844425216,Baldmanstreamer,Destined,Cursed,Rival,60.33,46
RSC002217,646888979890831402,Debt,The Wavelengths,Ultraviolet,Rival,60.30,53
RSC004407,188181288140668929,Rootbear,Cheese Guild,Swiss Swindlers,Rival,60.18,52
RSC001358,298229151012225026,Cob,Seas Despair,Pale Tides,Rival,60.13,55
RSC005716,613508655064678402,Justifyye,The Monster Mash,Phantoms,Rival,59.71,52
RSC005577,540009474920939520,Ryan.,Fifty-Fifty Pizzeria,Hot Wings,Rival,59.46,60
RSC002228,135187366183698432,Funke,Whale Defense,Bowheads,Rival,58.73,58
RSC005326,367152132077387777,Mikesouth699,Fifty-Fifty Pizzeria,Hot Wings,Rival,58.03,64
RSC004045,779478833102716939,Aephis47,Italian Battalion,Mozza Marauders,Rival,57.86,48
RSC000724,345944352218021888,Dunnie14,Puppy Paradise,Dalmatians,Rival,56.75,64
RSC000796,391335766678306818,Hoyci,The Gods,Anubis,Rival,56.58,63
RSC004859,508807422119378954,Theonlycrow2929,The Gods,Anubis,Rival,56.08,30
RSC002215,222153421745160192,M0Nkeyball,,,Rival,55.87,21
RSC002960,277518367383093256,King,The Sovereign,Vikings,Rival,55.46,44
RSC002467,670388183229530115,Reccoonn,Destined,Cursed,Rival,55.36,53
RSC004735,373696266602938370,Tmr99,Eight Legged Freaks,Wolf Spiders,Rival,54.92,49
RSC002756,510298712384208906,Blue Ncs,Storm,Blizzards,Rival,54.65,63
RSC002480,262835945504505856,Blizzyy,Metal,Chromium,Rival,54.56,36
RSC004207,949064329825779753,Qx5Z,Electric Mayhem,Surge,Rival,54.35,49
RSC005444,470220011638882314,Kkuda-Somnia,The Monster Mash,Phantoms,Rival,53.46,28
RSC003094,600095421599186974,Galvarino,The Bear Den,Polar Bears,Rival,53.23,60
RSC001893,399597319009599488,Cjax,Pantheon,Horus,Rival,51.98,53
RSC005179,251887748124770314,Akoiruh,,,Rival,51.78,16
RSC005268,823316777768583178,Caustic_Snow420,Energy,Kinetic,Rival,51.36,60
RSC003815,445332565016969217,Donkmedaddy,The Bear Den,Polar Bears,Rival,51.29,55
RSC001724,403377937237409802,Sweetnlow120,Minty Fresh,Polar Ice,Rival,51.02,44
RSC002262,327954516978958337,Crypt1Cgames,The Wavelengths,Visible Light,Challenger,60.70,49
RSC000026,114938541892567048,Golden,Fifty-Fifty Pizzeria,Hot Wings,Rival,50.85,64
RSC005267,559185697353760798,Jj.Dunbar,Minty Fresh,Polar Ice,Rival,50.44,52
RSC003104,221843027470188544,Nizzlepls,Seas Despair,Pale Tides,Rival,49.92,59
RSC000499,269295728331849729,Johkev,Seas Despair,Pale Tides,Rival,49.87,56
RSC001074,93178790674456576,Sabre,The Serpents,Taipans,Rival,49.85,63
RSC000178,163357581127974912,Scias,Pantheon,Horus,Rival,49.62,50
RSC002747,297776824593940482,Derrrrrrrrp,Storm,Blizzards,Rival,48.38,62
RSC001868,624088670042849292,Thunda Esq,The Wavelengths,Ultraviolet,Rival,45.67,52
RSC004283,246805989561466881,Tragic Event,Italian Battalion,Mozza Marauders,Rival,45.62,49
RSC005213,741322913679933480,Hcalno_250,The Wavelengths,Ultraviolet,Rival,45.62,12
RSC005460,402531432188215296,Slycooperd3Mis3,Energy,Kinetic,Rival,45.51,63
RSC003897,406542462249730048,Halfiehour,Eight Legged Freaks,,Rival,45.12,27
RSC003320,616994437511380994,Jojomojo13,Metal,Chromium,Rival,45.03,52
RSC000685,332534017394212864,Daturquoisorang,The Bakery,Snicker Doobles,Rival,45.00,53
RSC002609,228994891554881536,Lshewasntreadyl,Whale Defense,Bowheads,Rival,44.84,60
RSC004917,242112829761519617,Nahzey,The Gods,Anubis,Rival,44.43,64
RSC003186,213747766420045825,Blaniac,The Cosmos,Polaris,Rival,44.34,51
RSC004148,164175745072103424,Thenoobishlord,The Bakery,Snicker Doobles,Rival,44.12,35
RSC005727,219614997326725130,Tasty,The Abyss,Fangtooths,Rival,44.10,36
RSC005703,529046986897489921,Shoddywolfman,The Gods,Anubis,Rival,43.75,52
RSC004452,494305940758200321,Sleepzey,Eight Legged Freaks,Wolf Spiders,Rival,43.05,31
RSC004663,855131279174139936,Rizzosadoptedkid,Metal,,Rival,43.00,13
RSC005319,204118567564738560,Vega,Shark Attack,Hammerheads,Rival,42.62,56
RSC001353,383430195950125056,Pre Dude,The Elements,Wind,Rival,41.54,21
RSC002252,245540721497473024,Djras1996,The Serpents,Taipans,Rival,40.89,51
RSC004200,664078731408572436,Cloutii,Eight Legged Freaks,Wolf Spiders,Rival,40.58,33
RSC005502,601264992213401640,Souleater -_-,Cheese Guild,Swiss Swindlers,Rival,40.56,31
RSC004442,217042975312707584,Hav0C,The Forest,Leshy,Rival,39.69,33
RSC000291,202771086268563456,Suckiest Sucker,The Garden,Carrots,Rival,39.50,51
RSC004627,269906670472134657,Dizzle,,,Rival,39.49,23
RSC005741,398354356014940171,Ashura Sato,The Bakery,,Rival,39.04,4
RSC005805,790694126457716777,Prtyshrkphil,,,Rival,38.21,4
RSC002511,283731401667379201,Moist_Games,The Abyss,Fangtooths,Rival,38.13,57
RSC004856,748260568049254571,Redfire0817,Snack Syndicate,Raisin Racket,Rival,37.36,56
RSC004065,479083878179536915,Coop,The Bear Den,Polar Bears,Rival,37.04,24
RSC000817,402888438879223809,The Instigant,Minty Fresh,Polar Ice,Rival,36.88,59
RSC000136,149665864168243200,Blun,Whale Defense,Bowheads,Rival,35.99,12
RSC004330,395980037775556618,Koala!,The Bear Den,Polar Bears,Rival,35.96,24
RSC005412,184523781094506496,Beastky,,,Rival,35.90,11
RSC002662,448641418437722112,Xlmlt,Dungeons And Double Taps,Paladins,Rival,35.85,40
RSC000775,375380308825997314,Lucky Ducky,,,Rival,35.81,4
RSC005692,304395948342378498,Hisen,Italian Battalion,Mozza Marauders,Rival,35.59,40
RSC004857,363844232483438592,Ttv_Nova_Ghostfy,The Nexus,Scorpius,Rival,35.54,34
RSC003411,451440851193954337,Levibullrush,The Wavelengths,,Rival,35.22,9
RSC000663,324666990654652426,Thedrprofessornoah,The Abyss,Fangtooths,Rival,35.12,37
RSC003424,743252528807804978,Fryder,The Elements,Wind,Rival,34.54,53
RSC002128,235212514252554241,Velocifaptor,Dungeons And Double Taps,Paladins,Rival,33.81,26
RSC000426,241817442244886528,Struttrl,Cheese Guild,Swiss Swindlers,Rival,33.77,61
RSC005814,678661199855878157,Mp Picklehead,,,Rival,33.70,12
RSC000813,401448178949423105,Ziggy.,The Nexus,Scorpius,Rival,33.65,39
RSC001002,547419698858426379,Zar235,Seas Despair,Pale Tides,Rival,33.27,15
RSC005660,543696302358396928,Brain,The Serpents,Taipans,Rival,33.05,40
RSC005507,696241853111992400,T Sant,Snack Syndicate,Raisin Racket,Rival,32.84,53
RSC000784,382304402423283722,Astro,Puppy Paradise,Dalmatians,Rival,31.41,57
RSC004005,688253288000258058,Stormz,Metal,Chromium,Rival,30.79,34
RSC005712,212318930092556291,Vigil,The Jungle,Ocelots,Rival,30.57,29
RSC000719,343652364806520833,Ttv Shadowasders,The Garden,Carrots,Rival,30.31,36
RSC003816,230443394613248000,Anserem,,,Rival,30.10,10
RSC004546,291653543239221248,Schwiftyjv,The Cosmos,Polaris,Rival,29.88,52
RSC005518,213678764876365824,Jimmythe4,Snack Syndicate,Raisin Racket,Rival,29.74,40
RSC002100,172876402041946112,Pant,Electric Mayhem,Surge,Rival,29.18,7
RSC004211,580903138408792064,Lynchmeister,The Garden,Carrots,Rival,28.88,29
RSC004427,535723106606776320,Rayneerl,The Nexus,Scorpius,Rival,28.77,48
RSC005402,377106495147606017,Frothty,The Cosmos,Polaris,Rival,27.62,31
RSC003387,173974453745614857,Redline,The Swarm,Warrior Wasps,Rival,26.86,14
RSC004070,524708325405884426,Dr. Babies,,,Rival,26.13,24
RSC005523,271443674834010133,Laguna,The Serpents,Taipans,Rival,25.16,38
RSC005380,827528836408803358,Jshmn2008,,,Rival,23.08,11
RSC005293,338747797014577153,Stallee,Electric Mayhem,Surge,Rival,22.74,48
RSC000417,238313522184847360,Twoslot,Shark Attack,Hammerheads,Rival,22.63,8
RSC002386,308086057965060096,Gidderrrs,Eight Legged Freaks,Wolf Spiders,Rival,21.81,41
RSC005115,168171867293745153,Omegablaze33,Snack Syndicate,Raisin Racket,Rival,20.74,19
RSC005404,333430341366972417,Pooka2854,The Monster Mash,Phantoms,Rival,19.86,56
RSC000357,220599350357655552,Primed,The Monster Mash,Phantoms,Rival,19.81,29
RSC002836,283416897289060372,Parkkid,The Elements,Wind,Rival,19.74,51
RSC003118,164809841280286721,Mysty,Metal,Chromium,Rival,19.53,38
RSC000053,124315147442323460,Its_Lost,,,Rival,18.62,5
RSC000967,519235778513993740,Tr1Ppn,Pantheon,Horus,Rival,18.08,53
RSC000726,346784091406073856,Way2Luckee,The Sovereign,Vikings,Rival,17.76,36
RSC003908,297470300734488577,Veoloux,,,Rival,15.85,10
RSC005611,353918245004247040,Bigchebbz,Puppy Paradise,Dalmatians,Rival,15.01,28
RSC000979,529127888654565406,Mauidestroya,Storm,Blizzards,Rival,14.66,3
RSC005529,100825053620371456,Zoomjah,Pantheon,Horus,Rival,12.85,22
RSC003720,782714840686919691,Arisedaft,,,Rival,8.79,13
RSC002980,140253562390183936,Koach,,,Rival,8.05,3
RSC003276,651381956482826252,Consciousprophit,,,Rival,4.51,8
RSC003848,286962544315334666,Theairgerbil,,,Rival,4.13,7
RSC002427,199418464262291457,Freestyle,,,Rival,3.75,30
RSC004930,590628133456314385,Jebmond,,,Rival,2.71,12
RSC003929,484467841634926593,Whoviancat,The Nexus,Scorpius,Rival,1.90,38
RSC005505,607045390595784704,The_Wheelman_95,Energy,Kinetic,Challenger,19.19,12
RSC005504,624438385083416597,Zloczz-,Destined,Undead,Prospect,107.67,47
RSC005635,535793882504495134,X__Top_Level__X,The Bakery,Cherried Crepes,Prospect,85.46,59
RSC005696,306511710574084096,Visilgris,The Cosmos,Dark Matter,Prospect,75.56,49
RSC002949,539941327337422858,Razzr Elite,Energy,Sonic,Prospect,73.15,48
RSC001035,562670034955272213,Charlieharley_1,Electric Mayhem,Static,Contender,13.68,13
RSC005487,741935435873386496,X_Marshallaw_X,The Wavelengths,Infrared,Prospect,72.80,56
RSC005117,347132913067884546,Ngu_Ic3,The Garden,Green Beans,Prospect,71.68,58
RSC003109,368192614354255873,Kflip11,Metal,Iron,Prospect,70.63,55
RSC005283,811635701048148009,Thisisdrew314,Destined,Undead,Prospect,69.75,43
RSC002733,281627113134620672,Thog,Electric Mayhem,Sparks,Prospect,67.84,39
RSC004037,542944893383737344,Humd1Gger,Metal,Iron,Prospect,67.21,24
RSC005701,301522688638320641,Ttv/Wowsneakyastro,Minty Fresh,Spearmint,Prospect,64.25,52
RSC005362,172121744713318400,Anarcrist,The Garden,Green Beans,Prospect,63.08,42
RSC004099,794358576726016001,Benpie24,Pantheon,Shiva,Prospect,62.90,48
RSC004540,750812980249100438,Bucknekkid15,Energy,Sonic,Prospect,62.31,58
RSC004177,390248032865878026,Abeillonnaise,Pantheon,Shiva,Prospect,60.14,59
RSC002021,344972635509227540,Perk_At_Play,Electric Mayhem,Sparks,Prospect,59.39,47
RSC004272,471463930854768660,I Grades I,Metal,Iron,Prospect,57.78,47
RSC005612,420972390214795265,Rk Viking,Pantheon,Shiva,Prospect,56.48,13
